timestamp,ax,ay,az
1479425785888062595,-0.98,0.47,10.3
1479425785897072195,-1.0,0.54,10.2
1479425785907278943,-1.08,0.59,10.4
1479425785917182698,-1.15,0.6,10.1
1479425785927332636,-1.21,0.56,10.2
1479425785936940927,-1.25,0.52,10.3
1479425785947302966,-1.23,0.51,10.3
1479425785956991453,-1.18,0.51,10.1
1479425785967581426,-1.16,0.51,10.3
1479425785977029200,-1.17,0.51,10.3
1479425785988051294,-1.12,0.55,10.4
1479425785997402787,-0.99,0.6,10.2
1479425786007323315,-0.91,0.62,9.81
1479425786017169964,-0.92,0.61,10.01
1479425786027330166,-0.99,0.56,10.3
1479425786037278851,-1.06,0.51,10.69
1479425786047321051,-1.11,0.49,10.5
1479425786057259890,-1.12,0.5,10.5
1479425786067575878,-1.1,0.5,10.01
1479425786077277026,-1.11,0.54,10.1
1479425786088067511,-1.09,0.6,10.1
1479425786097474228,-1.01,0.6,10.01
1479425786107573848,-0.96,0.56,10.4
1479425786117446711,-0.98,0.52,10.3
1479425786127570471,-1.01,0.5,10.4
1479425786137444404,-1.0,0.51,10.4
1479425786147583697,-0.94,0.53,10.3
1479425786157487768,-0.86,0.53,9.81
1479425786167790601,-0.8,0.54,9.91
1479425786178295443,-0.78,0.56,10.1
1479425786188579943,-0.73,0.56,10.1
1479425786198095100,-0.66,0.53,10.79
1479425786207762239,-0.63,0.53,10.5
1479425786218307828,-0.66,0.57,10.01
1479425786228029086,-0.71,0.59,10.2
1479425786238265787,-0.76,0.57,10.5
1479425786247763949,-0.77,0.55,10.1
1479425786258247618,-0.76,0.54,10.01
1479425786267991695,-0.74,0.54,10.1
1479425786278301816,-0.68,0.55,10.3
1479425786288743060,-0.6,0.58,10.2
1479425786298267741,-0.51,0.62,10.01
1479425786308026065,-0.5,0.63,9.91
1479425786318244996,-0.56,0.6,9.71
1479425786328307959,-0.62,0.54,9.71
1479425786338047396,-0.65,0.47,10.1
1479425786348030130,-0.67,0.45,10.2
1479425786358059822,-0.66,0.46,10.2
1479425786368051416,-0.61,0.51,10.01
1479425786378032738,-0.54,0.56,9.61
1479425786388865533,-0.46,0.61,9.71
1479425786398638353,-0.39,0.62,9.71
1479425786408237135,-0.38,0.61,9.52
1479425786418576520,-0.45,0.56,9.81
1479425786428702021,-0.52,0.52,9.81
1479425786438139011,-0.53,0.51,9.71
1479425786448282810,-0.48,0.53,9.42
1479425786458217012,-0.43,0.56,9.42
1479425786468588412,-0.42,0.58,9.52
1479425786478727470,-0.44,0.61,9.32
1479425786489217245,-0.39,0.61,9.61
1479425786498734397,-0.33,0.61,9.81
1479425786508574437,-0.33,0.62,9.42
1479425786518321143,-0.38,0.59,9.32
1479425786528879133,-0.43,0.54,9.32
1479425786538615593,-0.42,0.53,9.42
1479425786548570419,-0.38,0.54,9.61
1479425786558652088,-0.33,0.55,9.52
1479425786568472100,-0.31,0.6,9.42
1479425786578695362,-0.27,0.66,9.42
1479425786589454053,-0.19,0.71,9.42
1479425786598788631,-0.13,0.7,9.52
1479425786608966420,-0.16,0.66,9.32
1479425786618764257,-0.23,0.63,9.22
1479425786628753071,-0.27,0.62,9.22
1479425786638803215,-0.26,0.61,9.61
1479425786648748362,-0.23,0.6,9.61
1479425786658825911,-0.22,0.6,9.52
1479425786668789102,-0.22,0.62,9.52
1479425786678985578,-0.2,0.66,9.81
1479425786689740356,-0.15,0.66,10.1
1479425786699132809,-0.08,0.63,10.01
1479425786709035117,-0.05,0.59,10.1
1479425786719014689,-0.1,0.55,10.01
1479425786728949775,-0.17,0.53,10.4
1479425786739058723,-0.18,0.52,10.3
1479425786749029121,-0.12,0.52,10.3
1479425786759140991,-0.07,0.55,9.81
1479425786769050582,-0.07,0.59,9.71
1479425786779177805,-0.1,0.62,10.2
1479425786789688823,-0.1,0.6,10.59
1479425786799173876,-0.09,0.57,10.3
1479425786809234235,-0.09,0.56,10.4
1479425786819260889,-0.11,0.57,10.3
1479425786829110023,-0.11,0.59,10.1
1479425786839278891,-0.1,0.58,10.4
1479425786849186650,-0.09,0.56,10.4
1479425786859287882,-0.11,0.55,10.79
1479425786869176350,-0.14,0.55,10.79
1479425786879606904,-0.15,0.57,10.5
1479425786889992158,-0.1,0.58,10.2
1479425786899389279,-0.05,0.55,9.91
1479425786909315452,-0.1,0.51,10.1
1479425786919425368,-0.22,0.48,9.91
1479425786929345328,-0.28,0.49,10.3
1479425786939455223,-0.21,0.5,10.2
1479425786949383308,-0.1,0.5,9.81
1479425786959495646,-0.09,0.52,9.61
1479425786969746277,-0.13,0.57,9.71
1479425786979577677,-0.12,0.61,9.91
1479425786990177048,-0.08,0.59,10.3
1479425786999573241,-0.07,0.55,10.1
1479425787009571287,-0.14,0.51,10.3
1479425787019591541,-0.21,0.51,9.71
1479425787029604290,-0.22,0.54,9.71
1479425787039909218,-0.21,0.57,10.01
1479425787049629173,-0.21,0.57,9.81
1479425787059658009,-0.18,0.55,9.61
1479425787069676621,-0.16,0.55,9.52
1479425787079695379,-0.15,0.58,10.01
1479425787090469931,-0.11,0.59,9.91
1479425787099801620,-0.09,0.59,9.61
1479425787109877179,-0.11,0.59,9.52
1479425787120014779,-0.13,0.56,9.81
1479425787129821470,-0.15,0.54,10.01
1479425787139838630,-0.16,0.52,10.1
1479425787149866766,-0.15,0.51,10.01
1479425787159902811,-0.17,0.5,9.81
1479425787169949122,-0.2,0.5,9.71
1479425787180257352,-0.17,0.51,10.01
1479425787190728193,-0.1,0.5,9.81
1479425787200096686,-0.04,0.48,9.52
1479425787209991123,-0.03,0.43,9.91
1479425787220179641,-0.07,0.4,9.52
1479425787230110081,-0.15,0.38,9.52
1479425787240294105,-0.21,0.41,9.61
1479425787250166536,-0.22,0.43,9.32
1479425787260169316,-0.2,0.44,9.61
1479425787270117364,-0.16,0.47,9.61
1479425787280216835,-0.12,0.49,9.42
1479425787290922891,-0.07,0.48,9.61
1479425787300447128,-0.02,0.48,9.22
1479425787310212856,-0.03,0.46,9.32
1479425787320280052,-0.08,0.44,9.42
1479425787330335977,-0.11,0.42,9.61
1479425787340323990,-0.13,0.41,9.71
1479425787350339259,-0.13,0.4,9.42
1479425787360381290,-0.11,0.41,9.12
1479425787370398626,-0.1,0.45,9.32
1479425787380439920,-0.07,0.46,9.52
1479425787391209066,-0.01,0.45,9.42
1479425787400650492,0.02,0.44,9.12
1479425787410464154,0.04,0.44,9.22
1479425787420589234,0.04,0.44,9.42
1479425787430570492,0.05,0.44,9.61
1479425787440568118,0.07,0.43,9.61
1479425787450605750,0.06,0.4,9.52
1479425787460642321,0.03,0.38,9.61
1479425787471203804,0.04,0.39,9.52
1479425787480657720,0.08,0.41,9.81
1479425787492156790,0.13,0.42,9.91
1479425787500927090,0.14,0.42,9.61
1479425787510717828,0.12,0.38,9.81
1479425787520804329,0.08,0.36,9.71
1479425787530848989,0.09,0.36,9.71
1479425787541579733,0.13,0.37,9.71
1479425787551111740,0.14,0.37,10.01
1479425787560851536,0.1,0.36,9.81
1479425787570890923,0.06,0.38,9.81
1479425787581735158,0.13,0.4,9.81
1479425787592236398,0.26,0.4,9.81
1479425787601695712,0.32,0.4,9.52
1479425787611369871,0.25,0.37,9.52
1479425787621706713,0.12,0.35,9.52
1479425787631268117,0.09,0.34,10.1
1479425787641749507,0.11,0.34,10.2
1479425787651351722,0.1,0.35,9.81
1479425787661786763,0.06,0.37,9.71
1479425787671342437,0.05,0.41,9.71
1479425787681802207,0.1,0.44,10.01
1479425787692314297,0.13,0.44,10.1
1479425787701822056,0.14,0.43,9.81
1479425787711460806,0.14,0.42,9.71
1479425787721587352,0.17,0.42,10.01
1479425787731622930,0.2,0.43,9.91
1479425787741615510,0.22,0.44,10.01
1479425787751375621,0.21,0.45,9.81
1479425787761601696,0.17,0.47,9.81
1479425787771385996,0.19,0.52,9.81
1479425787781618595,0.28,0.53,10.2
1479425787792385980,0.33,0.51,10.4
1479425787801691041,0.31,0.48,10.2
1479425787812032731,0.26,0.45,9.71
1479425787821584041,0.25,0.45,10.1
1479425787831466407,0.28,0.47,9.81
1479425787841606947,0.32,0.48,10.1
1479425787851823181,0.34,0.48,10.01
1479425787861578196,0.3,0.48,10.1
1479425787871847994,0.25,0.5,10.01
1479425787881699935,0.24,0.52,10.01
1479425787892644892,0.29,0.51,9.81
1479425787901690890,0.35,0.49,9.81
1479425787911971887,0.36,0.48,9.71
1479425787921751424,0.36,0.47,10.01
1479425787932107746,0.37,0.46,10.5
1479425787941807752,0.37,0.45,10.2
1479425787952057904,0.38,0.43,10.1
1479425787961875442,0.38,0.44,9.61
1479425787972120937,0.39,0.46,9.61
1479425787981827741,0.4,0.48,10.01
1479425787993095885,0.4,0.47,10.2
1479425788001927551,0.4,0.47,10.2
1479425788012128566,0.39,0.46,9.61
1479425788021993791,0.35,0.48,9.71
1479425788032115254,0.31,0.5,10.01
1479425788042073386,0.29,0.49,10.1
1479425788052176565,0.29,0.47,9.61
1479425788062056319,0.29,0.44,9.42
1479425788072111973,0.3,0.43,9.61
1479425788082154581,0.33,0.45,9.91
1479425788093128865,0.39,0.46,10.01
1479425788102200771,0.42,0.46,9.81
1479425788112240438,0.41,0.46,9.81
1479425788122192665,0.38,0.46,9.52
1479425788132244537,0.35,0.45,10.01
1479425788142258662,0.33,0.44,10.01
1479425788152319684,0.32,0.41,9.71
1479425788162299563,0.3,0.39,9.61
1479425788172447036,0.27,0.4,9.71
1479425788182643763,0.26,0.44,9.81
1479425788193348714,0.29,0.46,9.91
1479425788202392495,0.34,0.48,10.01
1479425788212690478,0.35,0.48,9.52
1479425788222736490,0.33,0.46,9.32
1479425788232843225,0.3,0.43,9.61
1479425788242736475,0.27,0.41,9.61
1479425788252658357,0.26,0.4,9.61
1479425788262779465,0.24,0.38,9.52
1479425788272577212,0.22,0.39,9.71
1479425788283030263,0.22,0.41,9.81
1479425788293608339,0.23,0.4,9.71
1479425788302893537,0.27,0.4,9.42
1479425788312892825,0.29,0.4,9.52
1479425788323346452,0.25,0.4,9.71
1479425788332746399,0.18,0.4,10.01
1479425788343347577,0.16,0.38,10.2
1479425788352909534,0.17,0.38,9.81
1479425788363085767,0.18,0.38,9.81
1479425788372925596,0.16,0.42,9.52
1479425788383325054,0.18,0.47,9.81
1479425788393870189,0.22,0.47,9.81
1479425788403359147,0.24,0.45,9.61
1479425788413072479,0.21,0.42,9.81
1479425788423183385,0.14,0.4,9.71
1479425788433165408,0.08,0.4,9.91
1479425788443495250,0.06,0.41,10.1
1479425788453111047,0.1,0.4,10.1
1479425788463610669,0.15,0.37,10.01
1479425788473576612,0.11,0.36,9.71
1479425788483610462,0.02,0.38,10.3
1479425788494219751,-0.03,0.4,10.1
1479425788503657035,0.0,0.38,10.4
1479425788513223983,0.04,0.36,10.59
1479425788523708880,0.01,0.35,10.4
1479425788533245075,-0.01,0.35,10.3
1479425788543707230,-0.02,0.35,10.2
1479425788553303690,-0.04,0.33,10.2
1479425788563607367,-0.08,0.31,10.4
1479425788573587766,-0.13,0.29,10.01
1479425788583578969,-0.16,0.31,10.1
1479425788594102135,-0.15,0.33,10.3
1479425788603588407,-0.12,0.34,9.81
1479425788613700475,-0.12,0.35,9.81
1479425788623798161,-0.16,0.34,9.71
1479425788633443288,-0.24,0.33,10.01
1479425788643612616,-0.3,0.31,9.71
1479425788653575886,-0.28,0.28,10.01
1479425788663828172,-0.19,0.25,9.91
1479425788673584382,-0.16,0.23,9.42
1479425788683955539,-0.18,0.27,9.71
1479425788694616061,-0.15,0.33,9.71
1479425788703742636,-0.08,0.36,9.52
1479425788713648521,-0.04,0.35,9.91
1479425788723825357,-0.06,0.31,9.42
1479425788734195393,-0.09,0.27,9.61
1479425788743791018,-0.11,0.25,9.81
1479425788753659787,-0.12,0.23,9.52
1479425788763829522,-0.13,0.21,9.42
1479425788773793107,-0.15,0.2,9.61
1479425788783965742,-0.14,0.22,9.42
1479425788794782474,-0.07,0.24,9.52
1479425788803860898,0.0,0.23,9.71
1479425788814318952,0.04,0.22,9.32
1479425788824113794,0.03,0.22,9.42
1479425788834172795,0.0,0.21,9.22
1479425788844295128,-0.05,0.17,9.61
1479425788854202818,-0.11,0.11,9.61
1479425788864033087,-0.15,0.06,10.1
1479425788874246757,-0.16,0.04,9.91
1479425788884035640,-0.12,0.05,9.71
1479425788894994888,-0.05,0.07,9.52
1479425788904216556,0.0,0.09,9.71
1479425788914305750,0.03,0.1,9.71
1479425788924607622,0.02,0.08,10.01
1479425788934576265,-0.02,0.05,9.61
1479425788944244506,-0.06,0.02,9.61
1479425788954198603,-0.07,0.0,9.91
1479425788964250149,-0.07,0.0,9.61
1479425788974572873,-0.09,0.01,9.52
1479425788984295310,-0.12,0.03,9.91
1479425788995313575,-0.11,0.04,9.71
1479425789004347178,-0.04,0.03,9.71
1479425789014826121,0.0,0.02,10.1
1479425789024666094,0.02,0.0,9.91
1479425789034571405,0.01,0.0,9.81
1479425789044580422,-0.01,0.0,10.01
1479425789054577993,-0.04,0.0,10.2
1479425789064821651,-0.05,-0.02,10.1
1479425789074807042,-0.03,-0.06,10.1
1479425789084571734,-0.02,-0.08,10.1
1479425789095425173,-0.03,-0.07,10.1
1479425789104690949,-0.05,-0.06,10.2
1479425789115013432,-0.02,-0.06,10.01
1479425789124643015,0.03,-0.05,10.2
1479425789134964995,0.05,-0.07,10.1
1479425789144821691,0.0,-0.07,10.2
1479425789154745016,-0.05,-0.08,10.4
1479425789164769342,-0.1,-0.11,10.4
1479425789175097082,-0.13,-0.15,10.4
1479425789185074945,-0.12,-0.16,10.1
1479425789195663564,-0.09,-0.13,9.71
1479425789204866091,-0.06,-0.1,10.01
1479425789215142475,-0.04,-0.1,10.3
1479425789224868362,0.0,-0.11,10.1
1479425789235225511,0.0,-0.1,10.2
1479425789244901626,-0.07,-0.11,9.71
1479425789255061459,-0.13,-0.11,10.1
1479425789264955681,-0.12,-0.1,9.91
1479425789275007144,-0.13,-0.11,9.71
1479425789285030629,-0.19,-0.13,9.81
1479425789295861379,-0.24,-0.13,10.1
1479425789305058617,-0.19,-0.12,10.3
1479425789315260808,-0.07,-0.1,10.1
1479425789325122082,0.04,-0.08,9.61
1479425789335301503,0.09,-0.09,9.81
1479425789345121650,0.04,-0.11,9.71
1479425789355304314,-0.05,-0.1,9.71
1479425789365220392,-0.12,-0.11,9.81
1479425789375306715,-0.14,-0.14,10.1
1479425789385222904,-0.11,-0.16,10.1
1479425789396581867,-0.07,-0.15,9.81
1479425789405307228,-0.05,-0.12,9.61
1479425789415573836,-0.04,-0.12,9.81
1479425789425360802,0.0,-0.13,9.81
1479425789435361992,0.04,-0.11,10.1
1479425789445344795,0.04,-0.1,10.01
1479425789455427328,-0.01,-0.13,9.61
1479425789465427825,-0.07,-0.14,9.71
1479425789475568852,-0.1,-0.14,10.1
1479425789485584596,-0.1,-0.13,10.2
1479425789496589855,-0.07,-0.15,9.61
1479425789505570919,-0.05,-0.15,9.71
1479425789515761789,-0.02,-0.15,10.2
1479425789525577721,0.0,-0.16,10.2
1479425789535671526,0.03,-0.15,10.2
1479425789545716897,0.08,-0.12,9.71
1479425789555638130,0.05,-0.09,9.71
1479425789565900633,0.01,-0.11,10.01
1479425789575746324,0.0,-0.17,10.01
1479425789585730154,-0.02,-0.22,10.2
1479425789596781557,-0.06,-0.23,10.01
1479425789605836448,-0.08,-0.21,9.71
1479425789616593883,-0.08,-0.17,10.01
1479425789625855361,-0.06,-0.15,9.91
1479425789635866784,-0.01,-0.13,10.01
1479425789645900726,0.0,-0.11,9.71
1479425789656257005,0.0,-0.12,9.81
1479425789665893738,-0.02,-0.15,9.81
1479425789675953476,-0.07,-0.16,9.61
1479425789686049269,-0.13,-0.17,9.81
1479425789696994607,-0.15,-0.13,9.61
1479425789706025790,-0.12,-0.06,9.42
1479425789716281880,-0.11,0.0,9.71
1479425789726095326,-0.11,0.02,9.81
1479425789736409089,-0.12,0.01,9.42
1479425789746097382,-0.12,-0.01,9.52
1479425789756349825,-0.11,-0.03,9.32
1479425789766139124,-0.11,-0.05,9.52
1479425789776386806,-0.1,-0.06,9.61
1479425789786245319,-0.08,-0.04,9.52
1479425789797238248,-0.09,-0.03,9.42
1479425789806195309,-0.1,-0.03,9.52
1479425789816595130,-0.08,-0.01,9.42
1479425789826310581,-0.06,-0.01,9.32
1479425789836469621,-0.06,-0.02,9.32
1479425789846342244,-0.1,-0.04,9.52
1479425789856417673,-0.12,-0.07,9.22
1479425789866383106,-0.16,-0.07,9.61
1479425789876449961,-0.2,-0.07,9.42
1479425789887217964,-0.22,-0.06,9.32
1479425789897262494,-0.21,-0.07,9.42
1479425789907260377,-0.18,-0.08,9.42
1479425789916702418,-0.12,-0.1,9.32
1479425789927379876,-0.09,-0.1,9.02
1479425789936573676,-0.08,-0.03,9.42
1479425789947304415,-0.1,0.03,9.32
1479425789956597574,-0.08,0.08,9.32
1479425789967403030,-0.02,0.07,9.52
1479425789976987784,0.03,0.0,9.52
1479425789987389183,0.03,-0.06,9.22
1479425789997587654,-0.01,-0.09,9.22
1479425790007368518,-0.08,-0.08,9.32
1479425790016943628,-0.1,-0.05,9.61
1479425790027361838,-0.07,0.0,9.42
1479425790036910904,-0.03,0.06,9.32
1479425790047408913,-0.03,0.09,9.32
1479425790057136585,-0.04,0.07,9.42
1479425790067388639,0.0,0.05,9.42
1479425790076934310,0.04,0.03,9.71
1479425790087400986,0.06,0.01,9.32
1479425790097715253,0.01,0.02,9.12
1479425790107358397,-0.02,0.03,9.91
1479425790117687012,-0.01,0.02,10.01
1479425790127395543,0.0,0.0,9.81
1479425790137369643,0.02,0.01,9.71
1479425790147387014,0.02,0.05,9.61
1479425790157115138,0.01,0.09,9.71
1479425790167387143,0.02,0.12,10.01
1479425790177305403,0.04,0.14,10.01
1479425790187612986,0.08,0.12,10.01
1479425790198222666,0.06,0.08,9.71
1479425790207394470,0.02,0.04,9.81
1479425790217358500,0.0,0.04,9.61
1479425790227367281,0.03,0.08,10.01
1479425790237595706,0.09,0.13,9.42
1479425790247391378,0.13,0.16,9.52
1479425790257617889,0.1,0.12,9.22
1479425790267622720,0.09,0.05,9.81
1479425790277575431,0.16,0.0,10.01
1479425790287613450,0.21,0.02,10.2
1479425790298435384,0.21,0.11,10.01
1479425790307655994,0.22,0.17,10.01
1479425790317657305,0.29,0.19,10.3
1479425790327860418,0.37,0.18,10.2
1479425790337606796,0.42,0.17,10.2
1479425790347600688,0.45,0.15,10.5
1479425790357616639,0.46,0.09,10.1
1479425790368076845,0.44,0.03,10.2
1479425790377691920,0.4,0.01,10.2
1479425790387842969,0.42,0.04,10.1
1479425790398658694,0.5,0.12,10.1
1479425790408072047,0.58,0.2,10.1
1479425790418358260,0.59,0.27,10.1
1479425790427848634,0.54,0.32,10.1
1479425790437740663,0.54,0.32,10.01
1479425790447885409,0.58,0.24,10.5
1479425790457818709,0.66,0.13,10.2
1479425790468178564,0.77,0.04,10.5
1479425790477925463,0.83,-0.01,10.4
1479425790488107871,0.81,-0.03,10.2
1479425790498704684,0.77,0.0,9.71
1479425790508118267,0.7,0.09,10.1
1479425790518315430,0.65,0.18,10.1
1479425790528139245,0.64,0.18,9.91
1479425790538027588,0.66,0.13,10.01
1479425790548569253,0.71,0.07,10.3
1479425790558052223,0.77,0.04,10.5
1479425790568365052,0.82,0.06,10.1
1479425790578107527,0.85,0.12,9.81
1479425790588314080,0.84,0.17,9.52
1479425790598889587,0.81,0.17,10.2
1479425790608350607,0.82,0.13,10.01
1479425790618640977,0.89,0.1,9.81
1479425790628304275,0.99,0.12,9.81
1479425790638220843,1.03,0.18,9.22
1479425790648305068,0.99,0.27,9.22
1479425790658328352,0.9,0.3,9.71
1479425790668599073,0.82,0.28,9.71
1479425790678339023,0.78,0.26,9.32
1479425790688774677,0.76,0.26,9.52
1479425790699109807,0.78,0.27,9.42
1479425790708574059,0.81,0.27,9.61
1479425790718418112,0.85,0.29,9.81
1479425790728583167,0.9,0.31,9.81
1479425790738813727,0.94,0.32,10.1
1479425790748585575,0.94,0.29,9.71
1479425790758572121,0.86,0.22,10.01
1479425790768804748,0.73,0.21,9.81
1479425790778585589,0.68,0.23,9.91
1479425790788820295,0.74,0.28,9.71
1479425790799318598,0.79,0.36,10.01
1479425790808820406,0.72,0.39,9.81
1479425790818700277,0.61,0.36,9.81
1479425790828819102,0.54,0.32,10.01
1479425790838704131,0.53,0.3,9.91
1479425790848845233,0.55,0.31,10.2
1479425790858792648,0.58,0.31,10.2
1479425790868845426,0.61,0.28,10.3
1479425790878827707,0.6,0.27,10.1
1479425790889070272,0.55,0.26,9.71
1479425790899655778,0.52,0.27,9.61
1479425790909108084,0.5,0.31,9.71
1479425790918889701,0.45,0.39,9.42
1479425790929015804,0.42,0.44,10.01
1479425790938979420,0.47,0.45,9.81
1479425790949042038,0.59,0.4,9.71
1479425790959018443,0.66,0.33,9.61
1479425790969108641,0.61,0.28,9.22
1479425790979423959,0.52,0.28,9.12
1479425790989069720,0.46,0.3,9.52
1479425790999820908,0.46,0.33,9.42
1479425791009280664,0.52,0.37,9.81
1479425791019206584,0.62,0.4,9.61
1479425791029216739,0.69,0.43,9.22
1479425791039244970,0.68,0.48,9.32
1479425791049572611,0.64,0.51,9.22
1479425791059257364,0.65,0.5,9.42
1479425791069302991,0.68,0.47,9.12
1479425791079309008,0.69,0.45,9.22
1479425791089595998,0.69,0.44,9.32
1479425791100116762,0.71,0.44,9.42
1479425791109704509,0.71,0.44,9.61
1479425791119495664,0.75,0.46,9.52
1479425791129594339,0.8,0.48,9.32
1479425791139421800,0.83,0.49,9.32
1479425791149495844,0.81,0.53,9.02
1479425791159496256,0.75,0.59,8.83
1479425791169573809,0.74,0.62,9.22
1479425791179591512,0.81,0.59,9.12
1479425791189893036,0.87,0.52,9.32
1479425791200340800,0.85,0.47,9.42
1479425791209660348,0.79,0.44,9.52
1479425791219648516,0.76,0.42,9.42
1479425791229700084,0.76,0.44,9.52
1479425791239796566,0.77,0.48,9.61
1479425791249755427,0.76,0.51,9.42
1479425791259740576,0.71,0.54,9.61
1479425791269782406,0.71,0.56,9.71
1479425791279756712,0.79,0.58,9.91
1479425791289794104,0.89,0.59,9.91
1479425791300822317,0.93,0.57,9.32
1479425791309920532,0.89,0.56,9.32
1479425791319910026,0.76,0.56,9.42
1479425791329954877,0.6,0.58,9.61
1479425791339947465,0.57,0.61,9.91
1479425791349987420,0.68,0.65,9.81
1479425791360005231,0.78,0.68,9.12
1479425791370031004,0.76,0.67,9.32
1479425791380019452,0.65,0.65,10.01
1479425791390075737,0.61,0.64,10.2
1479425791401057450,0.68,0.62,10.1
1479425791410118502,0.75,0.59,9.91
1479425791420079018,0.73,0.58,10.3
1479425791430112669,0.67,0.55,10.5
1479425791440164614,0.63,0.52,10.3
1479425791450262606,0.64,0.52,10.1
1479425791460250750,0.7,0.56,9.81
1479425791470236336,0.72,0.56,9.81
1479425791480320734,0.64,0.55,10.1
1479425791490238972,0.56,0.55,10.3
1479425791501483107,0.58,0.58,10.3
1479425791510467980,0.67,0.62,10.01
1479425791520343986,0.76,0.64,9.91
1479425791530419915,0.77,0.62,10.3
1479425791540443204,0.7,0.59,10.2
1479425791550467665,0.54,0.57,9.81
1479425791560445570,0.48,0.56,9.52
1479425791570492110,0.52,0.57,10.2
1479425791580572764,0.58,0.57,10.2
1479425791590577579,0.62,0.55,10.3
1479425791601572736,0.68,0.54,10.5
1479425791610613498,0.74,0.57,10.01
1479425791620672054,0.75,0.59,10.01
1479425791630655073,0.7,0.6,9.81
1479425791640615614,0.6,0.6,9.71
1479425791650698969,0.52,0.56,10.2
1479425791660740244,0.48,0.52,10.2
1479425791670764343,0.54,0.53,10.1
1479425791680746368,0.68,0.58,10.3
1479425791691342797,0.79,0.63,9.81
1479425791701995389,0.76,0.64,10.01
1479425791710883345,0.68,0.66,10.01
1479425791720844534,0.69,0.67,10.1
1479425791731289555,0.71,0.63,10.1
1479425791741636827,0.68,0.57,10.3
1479425791751348882,0.6,0.52,10.4
1479425791761375570,0.57,0.51,10.4
1479425791771360544,0.65,0.52,10.4
1479425791781486103,0.82,0.58,9.71
1479425791791412704,0.97,0.63,9.91
1479425791802030474,0.96,0.64,9.61
1479425791811616215,0.86,0.6,9.71
1479425791821576746,0.74,0.56,10.2
1479425791831617353,0.69,0.55,10.01
1479425791841622390,0.72,0.58,10.01
1479425791851618735,0.79,0.58,9.81
1479425791861615097,0.84,0.55,9.61
1479425791871645181,0.83,0.5,9.91
1479425791881593989,0.78,0.45,10.01
1479425791891579509,0.75,0.44,10.3
1479425791902450589,0.82,0.45,10.2
1479425791911584632,0.97,0.45,10.01
1479425791921609137,1.12,0.46,9.91
1479425791931659360,1.19,0.49,9.91
1479425791941577189,1.16,0.51,9.61
1479425791951850707,1.03,0.51,9.61
1479425791961585417,0.86,0.51,9.81
1479425791971704214,0.79,0.5,9.61
1479425791981968438,0.87,0.51,9.61
1479425791991734478,1.01,0.54,9.52
1479425792002575514,1.11,0.56,9.52
1479425792011784328,1.16,0.56,9.71
1479425792021654842,1.13,0.54,9.61
1479425792031768703,1.06,0.51,9.71
1479425792041795477,1.03,0.47,9.91
1479425792052174514,1.08,0.47,10.2
1479425792061658169,1.18,0.48,10.01
1479425792072177070,1.28,0.49,10.2
1479425792081755173,1.27,0.48,10.1
1479425792091947494,1.18,0.47,10.4
1479425792102778769,1.13,0.46,10.3
1479425792112068742,1.18,0.46,10.1
1479425792121850229,1.3,0.46,10.2
1479425792132034699,1.41,0.47,9.81
1479425792141872931,1.44,0.49,9.91
1479425792152144978,1.39,0.52,10.2
1479425792161947946,1.33,0.52,10.4
1479425792175256828,1.34,0.48,10.4
1479425792181990911,1.36,0.43,10.1
1479425792192471947,1.33,0.41,10.3
1479425792202732160,1.33,0.42,10.3
1479425792212282135,1.34,0.44,10.5
1479425792222074317,1.36,0.46,10.69
1479425792232357088,1.44,0.47,10.59
1479425792242183563,1.52,0.48,10.5
1479425792252322377,1.55,0.47,10.2
1479425792262156685,1.57,0.45,10.3
1479425792272340302,1.56,0.44,10.79
1479425792282221626,1.53,0.45,10.4
1479425792292436078,1.56,0.42,10.5
1479425792303064625,1.61,0.41,10.69
1479425792312416531,1.58,0.42,10.5
1479425792322267051,1.53,0.41,10.4
1479425792332426477,1.53,0.39,10.59
1479425792342325893,1.58,0.4,9.81
1479425792352470466,1.6,0.42,9.61
1479425792362398102,1.58,0.43,9.61
1479425792372593564,1.53,0.44,10.2
1479425792382486520,1.51,0.43,10.3
1479425792392780632,1.55,0.41,10.1
1479425792403227408,1.66,0.4,9.81
1479425792412809423,1.76,0.36,10.01
1479425792422579775,1.73,0.32,9.91
1479425792432611856,1.55,0.32,9.61
1479425792442610643,1.42,0.36,10.4
1479425792452865434,1.49,0.37,10.4
1479425792463587674,1.64,0.37,10.3
1479425792472647504,1.66,0.39,9.91
1479425792482738521,1.6,0.41,10.1
1479425792493020729,1.61,0.42,10.01
1479425792503471661,1.64,0.42,9.61
1479425792513071937,1.63,0.41,9.61
1479425792523180403,1.67,0.39,10.5
1479425792532779600,1.74,0.37,10.1
1479425792543111253,1.72,0.35,10.1
1479425792552946461,1.64,0.36,10.01
1479425792563132653,1.62,0.36,9.81
1479425792573134972,1.69,0.38,9.91
1479425792583263687,1.75,0.4,9.32
1479425792592981542,1.72,0.41,9.22
1479425792603664370,1.71,0.4,10.1
1479425792613382259,1.79,0.33,10.59
1479425792623362987,1.88,0.26,10.1
1479425792633089518,1.83,0.26,9.81
1479425792643269398,1.69,0.27,9.71
1479425792653248270,1.61,0.23,9.52
1479425792663577327,1.61,0.2,10.01
1479425792673231969,1.68,0.21,10.89
1479425792683166850,1.81,0.23,10.79
1479425792693512613,1.9,0.27,10.3
1479425792703987186,1.85,0.31,10.01
